Village,Nitrogen - High,Nitrogen - Medium,Nitrogen - Low,Phosphorous - High,Phosphorous - Medium,Phosphorous - Low,Potassium - High,Potassium - Medium,Potassium - Low,OC - High,OC - Medium,OC - Low,EC - Saline,EC - Non Saline,pH - Acidic,pH - Neutral,pH - Alkaline
Devimangalam,0,0,109,65,24,20,0,22,87,0,19,89,0,107,3,103,0
Indiravanam,1,0,115,43,54,19,3,77,36,0,6,110,1,115,3,113,0
Sanikkavady,0,0,115,109,6,0,0,115,0,0,29,86,0,115,0,115,0
Vilapakkam,0,0,116,33,82,1,0,116,0,0,41,75,0,116,0,116,0
Alliyalamangalam,0,0,112,112,0,0,0,112,0,0,26,86,0,112,0,112,0
Peranambakkam,0,0,96,96,0,0,0,96,0,0,23,73,0,96,0,96,0
Vadamathimangalam,0,0,135,61,58,16,23,52,60,0,13,122,0,135,0,135,0
Tiruvattinandal,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Mandakolathur,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Arumbalore,0,0,3,1,2,0,1,1,1,0,1,2,0,3,0,3,0
Odangaram,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Ariyathur,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
Madavilagam,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
Saduperipalayam,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Rayankuppam,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
Othiyanthangal,0,0,2,0,1,1,0,0,2,0,0,2,0,2,0,2,0
Sothukinni,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
Manickavalli,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Vambalure,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Kilkarikathur,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
Karikathur,0,0,3,0,1,2,0,0,3,0,1,2,0,3,0,3,0
Jambukonambut,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Saduperi,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
Alampoondy,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
Othalavady,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
Gudalore,0,0,127,107,20,0,1,102,24,0,0,127,0,127,1,126,0
Edyankulathur,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Maruthuvambady,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Severapoondi,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
Thumbur,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Appedu,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Kothandavady,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
Thachambady,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Nambedu,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Veerasambanur,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Kolakkaravady,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Cheyyanandal,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
Narasingapuram,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Modanapalayam,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
Ogur,0,0,89,65,20,4,18,38,33,0,16,73,0,89,2,87,0
Ogur,0,0,12,9,2,1,2,10,0,0,2,10,0,12,0,12,0
Arattavadi,0,6,140,20,98,28,0,44,102,0,1,145,0,145,0,146,0
Alaputhur,0,5,100,88,15,2,93,12,0,0,4,101,0,105,0,105,0
Perumbattam,0,1,3,0,4,0,1,3,0,0,0,4,0,4,0,4,0
Pudupattu,0,0,111,36,50,25,0,109,2,0,0,111,0,111,0,111,0
Paramanandal,0,0,179,17,98,64,69,110,0,0,0,179,0,179,0,179,0
Porasapattu,0,21,116,47,69,21,100,37,0,1,2,134,0,137,0,137,0
Melravandavadi,0,7,73,18,49,13,41,38,1,0,4,76,0,80,0,80,0
Thazhaiyuthu,0,67,72,56,52,31,67,69,3,1,42,96,0,139,0,139,0
Pachal,0,1,104,101,1,3,41,52,12,0,0,105,0,105,0,105,0
Nallur,0,0,26,7,19,0,0,26,0,0,0,26,0,26,0,26,0
Naradapattu,0,4,55,18,30,11,31,27,1,0,2,57,0,59,0,59,0
Se.Nachipattu,0,0,28,25,3,0,28,0,0,0,0,28,0,28,0,27,1
Ariyakunjur,0,0,9,6,2,1,0,6,3,0,0,9,0,9,0,9,0
Perumbakkam,0,0,31,13,16,2,0,25,6,0,0,31,0,31,0,31,0
Agaram (se),0,0,3,0,2,1,0,0,3,0,0,3,0,3,0,3,0
Beemanandal,0,0,5,0,3,2,0,2,3,0,0,5,0,5,0,5,0
Melpennathur,0,0,6,5,0,1,0,5,1,0,0,6,0,6,0,6,0
Periakolapadi,0,0,3,0,1,2,0,0,3,0,0,3,0,3,0,3,0
Uchimalaikuppam,0,0,4,1,1,2,0,1,3,0,0,4,0,4,0,4,0
Paliapattu,0,0,3,0,1,2,0,1,2,0,0,3,0,3,0,3,0
Vinnavanur,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Kannakurkkai,0,0,3,0,1,2,0,0,3,0,0,3,0,3,0,3,0
Chinnakolapadi,0,0,3,0,2,1,0,1,2,0,0,3,0,3,0,3,0
Kariyamangalam,0,0,7,2,3,2,0,2,5,0,0,7,0,7,0,7,0
Aswanagasurunai,0,0,3,0,1,2,0,0,3,0,0,3,0,3,0,3,0
Se.Sorapanandal,0,0,5,2,1,2,0,2,3,0,0,5,0,5,0,5,0
Pinjur,0,0,5,4,0,1,0,3,2,0,0,5,0,5,0,5,0
Kuppanatham,0,0,6,0,5,1,1,5,0,0,0,6,0,6,0,6,0
Thukkapatti,0,0,10,6,4,0,2,8,0,0,0,10,0,10,0,10,0
Thokkavadi,0,0,6,1,5,0,1,5,0,0,0,6,0,6,0,6,0
Manmalai,0,0,9,6,3,0,2,7,0,0,0,9,0,9,0,9,0
Kayambattu,0,0,5,2,3,0,1,4,0,0,0,5,0,5,0,5,0
Quilam,0,0,7,4,3,0,1,6,0,0,0,7,0,7,0,7,0
Anwarabath,0,0,6,3,2,1,0,6,0,0,0,6,0,6,0,6,0
Melpulidiyur,0,0,5,2,3,0,1,4,0,0,0,5,0,5,0,5,0
Chengam,0,0,7,4,3,0,2,5,0,0,0,7,0,7,0,7,0
Chennasamudram,0,0,6,0,1,5,0,6,0,0,0,6,0,6,0,6,0
Andipatti,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Paramanandal RF,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Andipatti,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Paramanandal RF,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Melpallipattu,0,0,7,3,4,0,0,5,2,0,1,6,0,7,0,7,0
Karungalipadipatti,0,0,7,4,3,0,0,0,7,0,1,6,0,7,0,7,0
Kalladavi,0,0,6,2,4,0,0,1,5,0,1,5,0,6,0,6,0
Kattamaduvu,0,0,6,4,2,0,0,4,2,0,1,5,0,6,0,6,0
Andanur,0,0,5,3,2,0,0,5,0,0,0,5,0,5,0,5,0
Elangunni,0,0,8,3,3,2,0,6,2,0,0,8,0,8,0,8,0
Karimalapadi,0,0,9,5,4,0,0,1,8,0,0,9,0,9,0,9,0
Kurumapatti,0,0,7,6,1,0,0,2,5,0,0,7,0,7,0,7,0
Manikkal,0,0,3,1,2,0,0,0,3,0,0,3,0,3,0,3,0
Manandipatti,0,0,5,5,0,0,0,5,0,0,0,5,0,5,0,5,0
Thambunaickenpatti,0,0,4,3,1,0,0,4,0,0,0,4,0,4,0,4,0
Arasanganni,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Melvanakkambadi,0,0,8,6,2,0,0,7,1,0,0,8,0,8,0,8,0
Pakkiripalayam,0,0,12,12,0,0,0,11,1,0,0,12,0,12,0,12,0
Valayambattu,0,0,12,12,0,0,0,12,0,0,0,12,0,12,0,12,0
Theethandapattu,0,0,7,7,0,0,0,7,0,0,0,7,0,7,0,7,0
Vellalampatti,0,0,6,6,0,0,0,6,0,0,0,6,0,6,0,6,0
Puliyampatti,0,0,8,8,0,0,0,8,0,0,0,8,0,8,0,8,0
Neepathurai,0,0,9,9,0,0,0,9,0,0,0,9,0,9,0,9,0
Puthur,0,7,118,31,50,44,20,89,16,6,33,85,0,125,0,125,0
Meyyur,0,0,122,43,59,20,0,55,67,3,9,110,0,122,1,121,0
Rattinamanagalam,0,0,131,11,40,80,0,3,128,0,11,120,0,131,0,131,0
Mattathari,0,0,217,28,152,37,1,195,21,0,25,192,0,216,12,172,33
Mamandur,0,0,114,35,32,47,0,39,75,2,21,91,0,114,0,89,25
Sirumur,0,0,134,31,50,53,2,111,22,0,37,97,0,134,0,134,0
Velleri,0,0,148,86,29,33,3,92,53,0,19,129,0,148,0,147,0
Morappanthangal,0,0,16,13,3,0,1,7,8,0,4,12,0,16,0,16,0
Adanur,0,0,8,5,3,0,1,4,3,0,0,8,0,8,0,8,0
Sevur (CT),0,0,12,11,1,0,0,9,3,0,1,11,0,12,0,12,0
Adaiyapulam,0,0,17,12,5,0,0,13,4,0,1,16,0,17,0,17,0
Arni East,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Sathiyavijayanagaram (Part),0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Agrapalayam,0,0,2,1,1,0,0,0,2,0,0,2,0,2,0,2,0
Arni West,0,0,4,0,4,0,1,3,0,0,0,4,0,4,0,4,0
Ariyapadi,0,0,2,1,1,0,0,0,2,0,0,2,0,2,0,2,0
Kalpoondi,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Irumbedu,0,0,2,0,2,0,0,0,2,0,0,2,0,2,0,2,0
Nesal,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Mullandram,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Velapadi,0,0,4,3,1,0,0,2,2,0,0,4,0,4,0,4,0
Perumpalai,0,0,7,7,0,0,0,7,0,0,0,7,0,7,0,7,0
Arasur,0,2,109,38,51,22,24,82,5,1,0,110,0,111,0,111,0
Melma,0,7,117,4,103,17,32,83,9,0,7,117,1,123,1,119,4
Thenmavanthal,0,7,98,51,54,0,8,8,89,0,3,102,0,105,0,104,1
Vadathinallur,0,2,117,22,97,0,33,1,85,0,1,118,0,119,0,119,0
Vengodu,0,2,154,0,148,9,6,115,36,1,0,155,0,154,2,152,0
Erumaivetti,1,13,121,65,63,7,22,111,2,0,12,123,0,135,0,135,0
Vachanur,0,0,120,0,97,23,14,106,0,0,11,109,0,120,0,120,0
Vellai,0,0,2,2,0,0,0,0,2,0,0,2,0,2,0,2,0
Anakkavoor,0,0,6,5,1,0,0,5,1,0,0,6,0,6,0,6,0
Thenthandalam,0,0,2,2,0,0,0,0,2,0,0,2,0,2,0,2,0
Thavasi,0,0,3,3,0,0,0,0,3,0,0,3,0,3,0,2,0
Anappathur,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
Kizhmattai,0,0,2,2,0,0,0,0,2,0,0,2,0,2,0,2,0
Nelvai,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
Kizhathur,0,1,44,30,12,3,5,34,6,0,0,45,0,45,0,45,0
Nallallam,0,0,100,40,49,11,2,96,2,0,0,99,0,100,1,99,0
Irungal,0,0,4,4,0,0,0,4,0,0,0,4,0,4,0,4,0
Mulagiripattu,0,0,4,4,0,0,1,3,0,0,0,4,0,4,0,4,0
Mel Nemili,0,0,2,2,0,0,2,0,0,0,0,2,0,2,0,2,0
Mel Kolathur,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
Kovilur,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,3,0
Sengadu,0,0,26,26,0,0,0,26,0,0,0,26,0,26,0,26,0
Kottakoram,0,0,2,1,1,0,0,2,0,0,0,2,0,2,0,2,0
Cheyyatraivendran,0,0,12,9,3,0,0,12,0,0,0,12,0,12,0,12,0
Thenelapakkam,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Thenkalpakkam,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Soundariyapuram,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
Kizhkolathur,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Lakkumanaickenpatti,0,0,98,0,98,0,98,0,0,0,4,94,0,98,0,0,98
Valliarachal,0,0,131,3,128,0,130,0,1,0,0,131,0,131,0,25,106
Kambiliampatti,0,0,55,2,53,0,55,0,0,0,0,55,0,55,0,11,44
Poomandanvalavu,0,0,19,0,15,4,19,0,0,0,0,19,0,19,0,17,2
Velampalayam,0,0,16,0,10,6,15,1,0,0,0,16,0,16,0,16,0
Senapathipalayam,0,0,50,0,38,12,50,0,0,0,0,50,0,50,0,45,5
Mangalapatti,0,0,20,0,16,4,20,0,0,0,0,20,0,20,0,14,6
Rasathivalavu,0,0,31,0,31,0,31,0,0,0,0,31,0,31,0,8,23
Mettupalayam,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
Sinniampalayam,0,0,143,0,143,0,143,0,0,0,0,143,0,143,1,105,37
Navakkadu,1,0,134,0,135,0,135,0,0,0,1,134,31,104,0,40,95
Setti Kuttai,0,0,5,0,2,3,5,0,0,0,0,5,0,5,0,5,0
Puthur Pallapalayam,0,0,154,5,145,4,149,5,0,0,0,154,0,154,1,150,3
Morattupalayam (CT),0,0,110,0,110,0,105,3,2,0,0,110,0,110,0,109,1
Agraharaperiapalayam,0,0,118,1,115,2,116,1,1,0,0,118,0,118,0,91,26
Vadugapalayam,0,0,78,0,78,0,78,0,0,0.832587502,2.967955889,26.17220713,0,78,0,23,55
Vattalapathy,0,0,79,0,79,0,79,0,0,0.832587502,2.967955889,26.17220713,0,79,0,0,79
Vadugapalayam,0,0,114,0,101,13,114,0,0,0,0,114,0,114,0,112,2
Vattalapathy,0,0,145,0,145,0,145,0,0,0,0,145,3,142,0,137,8
Velliampathy,0,0,19,1,18,0,15,3,1,1,0,18,0,19,1,17,1
Sengalipalayam,0,0,18,1,13,4,18,0,0,0,0,18,0,18,0,17,1
RACKIYAPALAYAM,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,1,1
Attavanai Pallagoundanpalayam,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Pallavarayanpalayam,0,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0
Punjaithalavaipalayam,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Erumakkarampalayam,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Kavandampalayam,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Nadupatti,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Mukasipallagoundanpalayam,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Anaipalayam,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,2,0
Koonampatti,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Agrahara Kathaganni,0,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0
Thenmugam Kangayapalayam,0,0,4,0,3,1,4,0,0,0,0,4,0,4,0,4,0
Reddipalayam,0,0,30,0,30,0,30,0,0,0,0,30,0,30,0,22,8
Virumandampalayam,0,0,5,0,5,0,5,0,0,0,0,5,0,5,0,5,0
Sircar Kathaganni,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Ichipalayam,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Vellaravalli (CT),0,0,5,0,5,0,5,0,0,0,0,5,0,5,0,4,1
Kavuthampalayam,0,0,13,0,12,1,13,0,0,0,0,13,0,13,0,10,3
Kurichi,0,0,10,0,8,2,10,0,0,0,0,10,0,10,0,10,0
Mettupalayam,0,0,4,0,4,0,4,0,0,0,0,4,0,4,0,3,1
Ganapathipalayam,0,0,5,0,3,2,5,0,0,0,0,5,0,5,0,3,2
Sundakkampalayam,0,0,13,0,11,2,13,0,0,0,0,13,0,13,0,11,2
Chengappalli (CT),0,0,6,0,5,1,6,0,0,0,0,6,0,6,0,6,0
Valayapalayam,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Vadamugam Kangayapalayam,0,0,5,0,5,0,5,0,0,0,0,5,0,5,0,5,0
Sircar Periapalayam (CT),0,0,28,0,24,4,28,0,0,0,0,28,0,28,0,28,0
Pudupalayam,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,1,1
PUNJAI UTHUKULI,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
KUNNATHUR,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
POOLANKULAM,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,1,1
Kammalakuttai,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Muthampalayam,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,2,0
Chinnagoundanvalasu,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,2,0
Edayapalayam,0,0,4,0,3,1,4,0,0,0,0,4,0,4,0,4,0
Karumanchirai,0,0,3,0,0,3,3,0,0,0,0,3,0,3,0,3,0
Nettichipalayam,0,0,3,0,2,1,3,0,0,0,0,3,0,3,0,1,2
Komaragoundanpalayam,0,0,4,0,2,2,4,0,0,0,0,4,0,4,0,4,0
Nalligoundanpalayam,0,0,3,0,2,1,3,0,0,0,0,3,0,3,0,3,0
Velampalayam,0,0,4,0,4,0,4,0,0,0,0,4,0,4,0,3,1
Periavalavadi,0,0,44,3,33,8,40,4,0,0,0,44,0,44,0,44,0
Deepalapatti,0,0,4,0,3,1,3,1,0,0,0,4,0,4,0,4,0
Chinnavalavadi,0,0,43,0,36,7,39,4,0,0,0,43,0,43,0,42,1
Kurichikottai,0,0,99,4,86,9,88,11,0,0,0,99,0,99,0,88,11
Jilobanaickampalayam,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
North Boothinatham,0,0,6,0,3,3,4,2,0,0,0,6,0,6,0,6,0
Modakkupatti,0,0,4,0,4,0,2,2,0,0,0,4,0,4,0,4,0
R. Velur,0,0,51,0,32,19,50,1,0,0,0,51,0,51,0,49,2
Anthiyur,0,0,43,0,31,12,43,0,0,0.832587502,2.967955889,26.17220713,2,41,0,0,43
Anthiyur,0,0,99,3,72,24,98,0,1,0,0,99,0,99,0,85,14
Venasapatti,0,0,59,1,44,15,61,0,0,0,0,59,0,58,0,55,3
Erisinampatti,0,0,83,0,70,14,81,3,0,0,0,83,0,83,0,65,17
Sellappampalayam,0,0,82,3,59,20,81,1,0,0,0,82,0,82,0,69,13
Pallapalayam,0,0,99,2,77,20,98,1,1,1,0,97,0,97,0,92,5
Valayapalayam,0,0,33,1,25,7,32,2,0,0,0,32,0,32,0,25,7
Ganapathipalayam,0,0,41,1,26,14,40,0,1,0,1,40,0,41,0,39,2
Kuralkuttai,0,0,75,1,59,15,75,0,0,0,6,69,0,75,0,72,3
Manupatti,0,0,28,0,16,12,27,1,0,0,0,28,0,28,0,28,0
Sinnapappanuthu,0,0,33,0,20,13,31,2,0,0,0,33,0,33,0,25,8
Southboothinatham,0,0,5,0,5,0,2,3,0,0,0,5,0,5,0,5,0
Bogigoundendasarapatti,0,0,6,0,4,2,6,0,0,0,0,6,0,6,0,6,0
Alampalayam,0,0,3,0,3,0,2,1,0,0,0,3,0,3,0,3,0
Elayamuthur,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
Guruvappanaickanur,0,0,39,4,28,7,31,8,0,0,2,37,0,39,0,36,3
Arasur,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Kanakkampalayam (CT),0,0,15,0,11,4,15,0,0,0,0,15,0,15,0,15,0
Kannamanaickanur,0,0,55,0,35,20,55,0,0,0,0,55,0,55,0,53,2
Lingamavoor,0,0,3,0,1,2,3,0,0,0,0,3,0,3,0,3,0
Periapappanuthu,0,0,5,0,3,2,5,0,0,0,0,5,0,5,0,4,1
Pungamuthur,0,0,4,0,3,1,4,0,0,0,0,4,0,4,0,3,1
Poolankinar (CT),1,0,14,0,5,10,15,0,0,0,0,15,0,15,0,15,0
Ragalbavi,0,0,56,7,38,11,50,6,0,0,10,46,0,56,0,53,3
Ravanapuram,0,0,42,2,23,17,39,3,0,0,2,40,1,41,0,41,1
Venkitapuram,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Udukkampalayam,0,0,7,0,4,3,7,0,0,0,0,7,0,7,0,7,0
Chinnakumarapalayam,0,0,31,0,20,11,31,0,0,0,0,31,0,31,0,30,1
ANDIGOUNDANUR 2,0,0,57,1,39,17,56,1,0,0,0,57,0,57,0,56,1
DHALI,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,1,1
Kodingiam,0,0,2,0,0,2,2,0,0,0,0,2,0,2,0,2,0
Jallipatti,0,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0
ANDIGOUNDANUR 1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Iduvai (CT),0,1,133,4,130,0,133,0,1,0,3,131,3,131,1,44,89
Ettiveerampalayam,0,0,110,0,110,0,110,0,0,0,0,110,0,110,0,110,0
Perumanallur (CT),0,0,105,0,105,0,105,0,0,0,0,105,0,105,0,104,1
Thoravalur,0,0,57,0,57,0,57,0,0,0,0,57,0,57,0,57,0
Merkupathi,0,0,19,0,16,3,19,0,0,0,0,19,0,19,0,17,2
Kanakkampalayam (CT),0,0,50,1,36,13,44,6,0,0,0,50,0,50,0,36,14
Mangalam (CT),0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Pattampalayam,0,0,33,0,27,6,33,0,0,0,0,33,0,33,0,33,0
Mudalipalayam,0,0,11,0,7,4,6,5,0,0,0,11,0,11,0,11,0
Sokkanur,0,0,10,0,10,0,10,0,0,0,0,10,0,10,0,10,0
Pongupalayam,0,0,6,1,5,0,6,0,0,0,0,6,0,6,0,6,0
Kalipalayam,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Vallipuram,0,0,19,0,19,0,19,0,0,0,0,19,0,19,0,19,0
Velarasikallipalayam,0,0,130,3,97,30,127,2,1,0,1,129,0,130,0,116,14
Elavanthi,0,0,135,3,92,40,124,12,0,0,0,135,0,134,0,123,11
Pongalur,0,0,126,5,100,21,116,10,0,0,0,126,0,126,0,108,18
Madappur,0,0,45,0,34,11,42,3,0,0,0,45,0,45,0,42,3
Kethanur,0,0,9,0,7,2,8,1,0,0,0,9,0,9,0,9,0
Vavipalayam,0,0,40,0,31,9,38,2,0,0,0,40,0,40,0,37,3
AZHAKUMALAI,0,0,49,0,37,12,49,0,0,0,0,49,1,48,0,45,4
Ugayanur,0,0,22,1,12,9,18,4,0,0,0,22,0,22,0,21,1
NALLUR,0,0,16,0,11,5,15,1,0,0,0,16,0,16,0,15,1
Velarasivadamalaipalayam,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,2,0
Peruntholuvu,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,2,0
UGAYANUR,0,0,2,0,1,1,1,1,0,0,0,2,0,2,0,2,0
Nachipalayam,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,1,1
South Avanashipalayam,0,0,5,0,4,1,5,0,0,0,0,5,0,5,0,4,1
Thonguttipalayam,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,2,0
North Avanashipalayam,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Kandiankoil,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
VELAMAPALAYAM,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
THOTTIPALAYAM,0,0,4,0,2,2,4,0,0,0,0,4,0,4,0,4,0
VEERAPANDI,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Chittambalam,0,0,136,5,90,41,129,6,1,0,1,135,1,135,0,125,11
Kodangipalayam,0,0,117,1,82,34,112,5,0,0,1,116,0,117,0,103,14
velampalayam,0,0,125,0,96,29,124,1,0,0,4,121,0,125,0,117,7
Sukkampalayam,0,0,135,2,82,51,135,0,0,0,7,128,0,135,0,126,8
Anuppatti,0,0,18,0,14,4,18,0,0,0,0,18,0,18,0,14,4
Puliampatti,0,0,42,1,35,6,36,6,0,0,0,42,0,42,0,37,5
Kasba Ayyampalayam,0,0,10,0,9,1,10,0,0,0,0,10,0,10,0,9,1
Mallegoundenpalayam,0,0,5,0,4,1,5,0,0,0,0,5,0,5,0,4,1
K.Krishnapuram,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Ganapathipalayam,1,0,62,2,45,16,63,0,0,0,0,63,0,63,0,56,7
Poomalur,0,0,16,0,12,4,16,0,0,0,0,16,0,16,0,15,1
Karadibavi,0,0,7,0,4,3,7,0,0,0,0,7,0,7,0,6,1
Karaipudur (CT),0,0,13,0,8,5,13,0,0,0,0,13,0,13,0,13,0
Thurambadi,0,0,132,0,132,0,132,0,0,0,0,132,0,132,0,132,0
Mulayampoondi,0,0,141,2,139,0,141,0,0,0,0,141,4,137,0,126,15
Kalipalayam,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Kilangudal,0,0,18,0,15,3,18,0,0,0,0,18,1,17,0,18,0
Komarapalayam,0,0,41,0,30,11,31,10,0,0,0,41,0,41,0,36,5
Nanjaithalaiyur,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,1,1
Chinnamarudur,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Ponnivadi,0,0,50,0,36,14,46,4,0,0,0,50,0,50,0,42,8
Velampoondi,0,0,50,3,36,11,50,0,0,0,0,50,0,50,0,44,6
Punjaithalaiyur,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
Thattaravaluvu,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Erasinampalayam,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,1,1
Pappankulam,1,0,120,3,82,36,113,8,0,0,0,121,0,121,0,110,11
SANKARAMANALLUR SOUTH,0,0,2,0,0,2,2,0,0,0,0,2,0,2,0,2,0
KOMARALINGAM WEST,0,0,22,0,17,5,22,0,0,0,0,22,0,22,0,21,1
Kolumam,0,0,82,2,54,26,79,3,0,0,0,82,0,82,0,74,8
KOMARALINGAM EAST,0,0,40,0,29,11,39,1,0,0,0,40,0,40,0,38,2
Karatholuvu,0,0,29,1,18,10,29,0,0,1,0,28,0,28,0,22,6
Thungavi,0,0,17,0,16,1,17,0,0,0,0,17,0,17,0,13,4
AGRAHARAKANNADIPUTHUR,0,0,24,1,19,4,23,0,1,0,0,24,0,24,0,20,4
Metrathi,0,0,35,1,28,6,35,0,0,0,0,35,0,35,0,33,2
SANKARAMANALLUR NORTH,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Sholamadevi,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Myvadi,0,0,5,0,4,1,5,0,0,0,0,5,0,5,0,4,1
Jothampatti,0,0,23,0,19,4,23,0,0,0,0,23,0,23,0,16,7
KANIYUR,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
Kadathur,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
